STATUS | wrapper  | 2020/12/07 21:02:48 | --> Wrapper Started as Daemon
INFO   | jvm 1    | 2020/12/29 09:51:18 | "BusinessExecutor6" #40 daemon prio=5 os_prio=31 cpu=117.27ms elapsed=11315.22s tid=0x00007fc2b51b2400 nid=0x13e03 waiting on condition  [0x0000700010654000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: WAITING (parking)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at jdk.internal.misc.Unsafe.park(java.base@15.0.1/Native Method)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- parking to wait for  <0x00000007066836a8> (a java.util.concurrent.LinkedTransferQueue)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.locks.LockSupport.park(java.base@15.0.1/LockSupport.java:211)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.awaitMatch(java.base@15.0.1/LinkedTransferQueue.java:743)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.xfer(java.base@15.0.1/LinkedTransferQueue.java:684)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.take(java.base@15.0.1/LinkedTransferQueue.java:1366)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.getTask(java.base@15.0.1/ThreadPoolExecutor.java:1056)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.runWorker(java.base@15.0.1/ThreadPoolExecutor.java:1116)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(java.base@15.0.1/ThreadPoolExecutor.java:630)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Thread.run(java.base@15.0.1/Thread.java:832)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "BusinessExecutor7" #41 daemon prio=5 os_prio=31 cpu=121.70ms elapsed=11315.22s tid=0x00007fc2b51cb800 nid=0x13b03 waiting on condition  [0x0000700010757000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: WAITING (parking)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at jdk.internal.misc.Unsafe.park(java.base@15.0.1/Native Method)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- parking to wait for  <0x00000007066836a8> (a java.util.concurrent.LinkedTransferQueue)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.locks.LockSupport.park(java.base@15.0.1/LockSupport.java:211)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.awaitMatch(java.base@15.0.1/LinkedTransferQueue.java:743)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.xfer(java.base@15.0.1/LinkedTransferQueue.java:684)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.LinkedTransferQueue.take(java.base@15.0.1/LinkedTransferQueue.java:1366)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.getTask(java.base@15.0.1/ThreadPoolExecutor.java:1056)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.runWorker(java.base@15.0.1/ThreadPoolExecutor.java:1116)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(java.base@15.0.1/ThreadPoolExecutor.java:630)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Thread.run(java.base@15.0.1/Thread.java:832)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "pool-3-thread-1" #42 prio=5 os_prio=31 cpu=21672.96ms elapsed=11315.01s tid=0x00007fc2b3971a00 nid=0x13803 runnable  [0x0000700010859000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: RUNNABLE
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.siftUp(java.base@15.0.1/ScheduledThreadPoolExecutor.java:976)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.offer(java.base@15.0.1/ScheduledThreadPoolExecutor.java:1110)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.add(java.base@15.0.1/ScheduledThreadPoolExecutor.java:1127)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.add(java.base@15.0.1/ScheduledThreadPoolExecutor.java:899)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ScheduledThreadPoolExecutor.reExecutePeriodic(java.base@15.0.1/ScheduledThreadPoolExecutor.java:358)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(java.base@15.0.1/ScheduledThreadPoolExecutor.java:307)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.runWorker(java.base@15.0.1/ThreadPoolExecutor.java:1130)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(java.base@15.0.1/ThreadPoolExecutor.java:630)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Thread.run(java.base@15.0.1/Thread.java:832)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "Timer0" #43 daemon prio=5 os_prio=31 cpu=572.22ms elapsed=11315.01s tid=0x00007fc2b4267a00 nid=0x13603 runnable  [0x000070001095c000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: RUNNABLE
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.NIOProcessor.checkBackendCons(NIOProcessor.java:149)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.MycatServer$6$1.run(MycatServer.java:815)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.runWorker(java.base@15.0.1/ThreadPoolExecutor.java:1130)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(java.base@15.0.1/ThreadPoolExecutor.java:630)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Thread.run(java.base@15.0.1/Thread.java:832)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "Timer1" #44 daemon prio=5 os_prio=31 cpu=561.57ms elapsed=11315.01s tid=0x00007fc2b3970000 nid=0xc503 runnable  [0x0000700010a60000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: RUNNABLE
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.AbstractConnection.isIdleTimeout(AbstractConnection.java:178)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.AbstractConnection.idleCheck(AbstractConnection.java:520)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.NIOProcessor.backendCheck(NIOProcessor.java:220)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.net.NIOProcessor.checkBackendCons(NIOProcessor.java:149)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at io.mycat.MycatServer$6$1.run(MycatServer.java:815)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.runWorker(java.base@15.0.1/ThreadPoolExecutor.java:1130)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(java.base@15.0.1/ThreadPoolExecutor.java:630)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Thread.run(java.base@15.0.1/Thread.java:832)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "pool-2-thread-1" #45 prio=5 os_prio=31 cpu=4.66ms elapsed=11315.01s tid=0x00007fc2b51d2000 nid=0x13203 waiting on condition  [0x0000700010b63000]
INFO   | jvm 1    | 2020/12/29 09:51:18 |    java.lang.Thread.State: TIMED_WAITING (parking)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at jdk.internal.misc.Unsafe.park(java.base@15.0.1/Native Method)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	- parking to wait for  <0x0000000706602048> (a java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.locks.LockSupport.parkNanos(java.base@15.0.1/LockSupport.java:252)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.awaitNanos(java.base@15.0.1/AbstractQueuedSynchronizer.java:1661)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(java.base@15.0.1/ScheduledThreadPoolExecutor.java:1182)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(java.base@15.0.1/ScheduledThreadPoolExecutor.java:899)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.getTask(java.base@15.0.1/ThreadPoolExecutor.java:1056)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor.runWorker(java.base@15.0.1/ThreadPoolExecutor.java:1116)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(java.base@15.0.1/ThreadPoolExecutor.java:630)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 	at java.lang.Thread.run(java.base@15.0.1/Thread.java:832)
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "VM Thread" os_prio=31 cpu=351.53ms elapsed=11316.72s tid=0x00007fc2b35132c0 nid=0x4403 runnable  
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "GC Thread#0" os_prio=31 cpu=46.43ms elapsed=11316.72s tid=0x00007fc2b3609160 nid=0x4b03 runnable  
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "GC Thread#1" os_prio=31 cpu=45.98ms elapsed=11316.25s tid=0x00007fc2b348efd0 nid=0x6903 runnable  
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "GC Thread#2" os_prio=31 cpu=47.16ms elapsed=11316.25s tid=0x00007fc2b348fb20 nid=0x6a03 runnable  
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "GC Thread#3" os_prio=31 cpu=50.55ms elapsed=11316.25s tid=0x00007fc2b3490720 nid=0x9003 runnable  
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "G1 Main Marker" os_prio=31 cpu=0.05ms elapsed=11316.72s tid=0x00007fc2b370af80 nid=0x4a03 runnable  
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "G1 Conc#0" os_prio=31 cpu=0.03ms elapsed=11316.72s tid=0x00007fc2b370c050 nid=0x4703 runnable  
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "G1 Refine#0" os_prio=31 cpu=6.41ms elapsed=11316.72s tid=0x00007fc2b3727ab0 nid=0x4603 runnable  
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "G1 Young RemSet Sampling" os_prio=31 cpu=1404.09ms elapsed=11316.72s tid=0x00007fc2b3728b60 nid=0x4503 runnable  
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | "VM Periodic Task Thread" os_prio=31 cpu=5748.65ms elapsed=11316.66s tid=0x00007fc2b37358a0 nid=0x6203 waiting on condition  
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | JNI global refs: 18, weak refs: 5
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
INFO   | jvm 1    | 2020/12/29 09:51:18 | Heap
INFO   | jvm 1    | 2020/12/29 09:51:18 |  garbage-first heap   total 266240K, used 86011K [0x0000000700000000, 0x0000000800000000)
INFO   | jvm 1    | 2020/12/29 09:51:18 |   region size 2048K, 37 young (75776K), 3 survivors (6144K)
INFO   | jvm 1    | 2020/12/29 09:51:18 |  Metaspace       used 16509K, capacity 16783K, committed 17408K, reserved 1064960K
INFO   | jvm 1    | 2020/12/29 09:51:18 |   class space    used 1850K, capacity 1939K, committed 2048K, reserved 1048576K
INFO   | jvm 1    | 2020/12/29 09:51:18 | 
STATUS | wrapper  | 2020/12/29 09:51:19 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/12/29 10:02:04 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2020/12/29 10:02:04 | Launching a JVM...
INFO   | jvm 1    | 2020/12/29 10:02:05 | Java HotSpot(TM) 64-Bit Server VM warning: Ignoring option MaxPermSize; support was removed in 8.0
INFO   | jvm 1    | 2020/12/29 10:02:05 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/12/29 10:02:05 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/12/29 10:02:05 | 
INFO   | jvm 1    | 2020/12/29 10:02:06 | 
INFO   | jvm 1    | 2020/12/29 10:02:06 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/12/29 10:02:06 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:64)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.base/java.lang.reflect.Method.invoke(Method.java:564)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.base/java.lang.Thread.run(Thread.java:832)
INFO   | jvm 1    | 2020/12/29 10:02:06 | Caused by: io.mycat.config.util.ConfigException: org.xml.sax.SAXParseException; lineNumber: 32; columnNumber: 17; 注释中不允许出现字符串 "--"。
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:126)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:83)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:87)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:76)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at io.mycat.MycatServer.<init>(MycatServer.java:159)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:106)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	... 7 more
INFO   | jvm 1    | 2020/12/29 10:02:06 | Caused by: org.xml.sax.SAXParseException; lineNumber: 32; columnNumber: 17; 注释中不允许出现字符串 "--"。
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.xml/com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.createSAXParseException(ErrorHandlerWrapper.java:204)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.xml/com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.fatalError(ErrorHandlerWrapper.java:178)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:400)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:327)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLScanner.reportFatalError(XMLScanner.java:1471)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLScanner.scanComment(XMLScanner.java:818)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanComment(XMLDocumentFragmentScannerImpl.java:1078)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$FragmentContentDriver.next(XMLDocumentFragmentScannerImpl.java:2913)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl.next(XMLDocumentScannerImpl.java:605)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanDocument(XMLDocumentFragmentScannerImpl.java:541)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:888)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:824)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.XMLParser.parse(XMLParser.java:141)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.DOMParser.parse(DOMParser.java:246)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.xml/com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl.parse(DocumentBuilderImpl.java:339)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at java.xml/javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:122)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at io.mycat.config.util.ConfigUtil.getDocument(ConfigUtil.java:115)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:116)
INFO   | jvm 1    | 2020/12/29 10:02:06 | 	... 13 more
STATUS | wrapper  | 2020/12/29 10:02:08 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/12/29 10:53:43 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2020/12/29 10:53:44 | Launching a JVM...
INFO   | jvm 1    | 2020/12/29 10:53:44 | Java HotSpot(TM) 64-Bit Server VM warning: Ignoring option MaxPermSize; support was removed in 8.0
INFO   | jvm 1    | 2020/12/29 10:53:44 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/12/29 10:53:44 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/12/29 10:53:44 | 
INFO   | jvm 1    | 2020/12/29 10:53:45 | 
INFO   | jvm 1    | 2020/12/29 10:53:45 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/12/29 10:53:45 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:64)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.base/java.lang.reflect.Method.invoke(Method.java:564)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:240)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.base/java.lang.Thread.run(Thread.java:832)
INFO   | jvm 1    | 2020/12/29 10:53:45 | Caused by: io.mycat.config.util.ConfigException: org.xml.sax.SAXParseException; lineNumber: 32; columnNumber: 17; 注释中不允许出现字符串 "--"。
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:126)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:83)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.<init>(XMLSchemaLoader.java:87)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at io.mycat.config.ConfigInitializer.<init>(ConfigInitializer.java:76)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at io.mycat.config.MycatConfig.<init>(MycatConfig.java:72)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at io.mycat.MycatServer.<init>(MycatServer.java:159)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at io.mycat.MycatServer.<clinit>(MycatServer.java:106)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	... 7 more
INFO   | jvm 1    | 2020/12/29 10:53:45 | Caused by: org.xml.sax.SAXParseException; lineNumber: 32; columnNumber: 17; 注释中不允许出现字符串 "--"。
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.xml/com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.createSAXParseException(ErrorHandlerWrapper.java:204)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.xml/com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper.fatalError(ErrorHandlerWrapper.java:178)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:400)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLErrorReporter.reportError(XMLErrorReporter.java:327)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLScanner.reportFatalError(XMLScanner.java:1471)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLScanner.scanComment(XMLScanner.java:818)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanComment(XMLDocumentFragmentScannerImpl.java:1078)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$FragmentContentDriver.next(XMLDocumentFragmentScannerImpl.java:2913)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl.next(XMLDocumentScannerImpl.java:605)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.xml/com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl.scanDocument(XMLDocumentFragmentScannerImpl.java:541)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:888)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.XML11Configuration.parse(XML11Configuration.java:824)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.XMLParser.parse(XMLParser.java:141)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.xml/com.sun.org.apache.xerces.internal.parsers.DOMParser.parse(DOMParser.java:246)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.xml/com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderImpl.parse(DocumentBuilderImpl.java:339)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at java.xml/javax.xml.parsers.DocumentBuilder.parse(DocumentBuilder.java:122)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at io.mycat.config.util.ConfigUtil.getDocument(ConfigUtil.java:115)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	at io.mycat.config.loader.xml.XMLSchemaLoader.load(XMLSchemaLoader.java:116)
INFO   | jvm 1    | 2020/12/29 10:53:45 | 	... 13 more
STATUS | wrapper  | 2020/12/29 10:53:47 | <-- Wrapper Stopped
STATUS | wrapper  | 2020/12/29 11:21:06 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2020/12/29 11:21:06 | Launching a JVM...
INFO   | jvm 1    | 2020/12/29 11:21:06 | Java HotSpot(TM) 64-Bit Server VM warning: Ignoring option MaxPermSize; support was removed in 8.0
INFO   | jvm 1    | 2020/12/29 11:21:06 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2020/12/29 11:21:06 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2020/12/29 11:21:06 | 
INFO   | jvm 1    | 2020/12/29 11:21:07 | 
INFO   | jvm 1    | 2020/12/29 11:21:07 | WrapperSimpleApp: Encountered an error running main: java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/12/29 11:21:07 | java.lang.ExceptionInInitializerError
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at io.mycat.MycatStartup.main(MycatStartup.java:53)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2020/12/29 11:21:07 | 	at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:64)
